OGNTsort	Español
109763	sino
109764	según como
109765	hemos sido probados
109766	por
109767	el
109768	Dios
109769	ser encomendado
109770	la
109771	buena noticia
109772	así
109773	estamos hablando
109774	no
109775	como
109776	a hombres
109777	estando agradando
109778	sino
109779	a Dios
109780	el
109781	estando examinando
109782	los
109783	corazones
109784	de nosotros
109785	Ni
109786	porque
109787	en algún momento
109788	en
109789	palabra
109790	lisonjera
109791	llegamos a ser
109792	según como
109793	han sabido
109794	ni
109795	en
109796	pretensión
109797	de deseo de tener más
109798	Dios
109799	testigo
109800	ni
109801	estando buscando
109802	procedente de
109803	hombres
109804	esplendor
109805	ni
109806	desde
109807	ustedes
109808	ni
109809	desde
109810	otros
109811	estando siendo capaces
109812	en
109813	cosa pesada
109814	estar siendo
109815	como
109816	de Ungido
109817	enviados como emisarios
109818	más bien
109819	llegamos a ser
109820	pequeñuelos
109821	en
109822	medio
109823	de ustedes
109824	como
109825	si alguna vez
109826	madre
109827	esté acariciando
109828	a los
109829	de sí misma
109830	hijos
109831	así
109832	estando deseando dar cariño
109833	(a) ustedes
109834	estábamos pensando bien
109835	compartir con
109836	ustedes
109837	no
109838	solamente
109839	la
109840	buena noticia
109841	de el
109842	Dios
109843	sino
109844	también
109845	a las
109846	de nosotros mismos
109847	almas
109848	porque
109849	amados
109850	a nosotros
109851	llegaron a ser
109852	Están recordando
109853	porque
109854	hermanos
109855	la
109856	labor
109857	nuestra
109858	y
109859	el
109860	afán
109861	de noche
109862	y
109863	día
109864	estando obrando
109865	hacia
109866	el
109867	no
109868	poner peso sobre
109869	a alguno
109870	de ustedes
109871	predicamos
109872	hacia dentro
109873	a ustedes
109874	la
109875	buena noticia
109876	de el
109877	Dios
109878	ustedes
109879	testigos
109880	y
109881	el
109882	Dios
109883	cómo
109884	lealmente en santidad
109885	y
109886	justamente
109887	y
109888	sin culpa
109889	a ustedes
109890	a los
109891	estando confiando
109892	llegamos a ser
109893	según como
109894	han sabido
109895	como
109896	a uno
109897	a cada uno
109898	de ustedes
109899	como
109900	padre
109901	a hijos
109902	de sí mismo
109903	Estando exhortando
109904	a ustedes
109905	y
109906	estando confortando
109907	y
109908	dando testimonio
109909	hacia dentro
109910	el
109911	estar caminando alrededor
109912	ustedes
109913	dignamente
109914	de el
109915	Dios
109916	el
109917	estando llamando
109918	a ustedes
109919	hacia dentro
109920	a el
109921	de sí mismo
109922	reino
109923	y
109924	esplendor
109925	Y
109926	por
109927	esto
109928	también
109929	nosotros
109930	estamos dando gracias
109931	a el
109932	Dios
109933	incesantemente
109934	porque
109935	habiendo tomado consigo
109936	palabra
109937	oída
109938	al lado de
109939	nosotros
109940	de el
109941	Dios
109942	recibieron bien dispuestos
109943	no
109944	a palabra
109945	de hombres
109946	sino
109947	según como
109948	está siendo
109949	verdaderamente
109950	palabra
109951	de Dios
109952	cual
109953	también
109954	está operando dentro
109955	en
109956	ustedes
109957	los
109958	estando confiando
109959	Ustedes
109960	porque
109961	imitadores
109962	llegaron a ser
109963	hermanos
109964	de las
109965	congregaciones
109966	de el
109967	Dios
109968	de las
109969	estando siendo
109970	en
109971	la
109972	Judea
109973	en
109974	Ungido
109975	Jesús
109976	porque
109977	las
109978	mismas (cosas)
109979	sufrieron
109980	y
109981	ustedes
109982	por
109983	los
109984	propios
109985	compatriotas
109986	según como
109987	también
109988	ellos
109989	por
109990	los
109991	judíos
109992	de los
109993	también
109994	a el
109995	Señor
109996	habiendo matado
109997	Jesús
109998	y
109999	a los
110000	voceros
110001	y
110002	a nosotros
110003	habiendo perseguido hacia fuera
110004	y
110005	a Dios
110006	no
110007	estando agradando
110008	y
110009	a todos
110010	hombres
110011	(están) opuestos
110012	estando impidiendo
110013	a nosotros
110014	a las
110015	naciones
110016	hablar
110017	para que
110018	sean salvados
110019	hacia dentro
110020	el
110021	llenar completamente
110022	de ellos
110023	los
110024	pecados
110025	siempre
110026	Alcanzó
110027	pero
110028	sobre
110029	ellos
110030	la
110031	ira
110032	hacia dentro
110033	fin
110034	Nosotros
110035	pero
110036	hermanos
110037	habiendo sido hechos huérfanos
110038	desde
110039	ustedes
110040	hacia
110041	tiempo señalado
110042	de hora
110043	a rostro
110044	no
110045	corazón
110046	más abundantemente
110047	procuramos diligentemente
110048	el
110049	rostro
110050	de ustedes
110051	ver
110052	en
110053	mucho
110054	deseo
110055	Por eso
110056	quisimos
110057	venir
110058	hacia
110059	ustedes
110060	yo
110061	de hecho
110062	Pablo
110063	y
110064	una vez
110065	y
110066	dos veces
110067	e
110068	impidió
110069	a nosotros
110070	el
110071	Adversario
110072	¿Qué
110073	pues
110074	de nosotros
110075	esperanza
110076	o
110077	regocijo
110078	o
110079	corona
110080	de jactancia
110081	-- o
110082	no
110083	también
110084	ustedes --
110085	enfrente de
110086	el
110087	Señor
110088	nuestro
110089	Jesús
110090	en
110091	la
110092	de él
110093	presencia?
110094	Ustedes
110095	porque
110096	están siendo
110097	el
110098	esplendor
110099	de nosotros
110100	y
110101	el
110102	regocijo
110103	Por cual
110104	ya no
110105	estando soportando
110106	pensamos bien de
110107	ser dejados atrás
110108	en
110109	Atenas
110110	solos
110111	Y
110112	enviamos
110113	a Timoteo
110114	el
110115	hermano
110116	de nosotros
110117	y
110118	colaborador
110119	de el
110120	Dios
110121	en
110122	la
110123	buena noticia
110124	de el
110125	Ungido
110126	hacia dentro
110127	el
110128	hacer fijos firmemente
110129	a ustedes
110130	y
110131	consolar
110132	por
110133	la
110134	confianza
110135	de ustedes
110136	El
110137	a nadie
110138	estar siendo oscilado
110139	en
110140	las
110141	aflicciones
110142	estas
110143	(Ustedes) mismos
110144	porque
110145	han sabido
110146	que
110147	hacia dentro
110148	esto
110149	estamos yaciendo
110150	Y
110151	porque
110152	cuando
110153	hacia
110154	a ustedes
110155	estábamos siendo
110156	estábamos diciendo de antemano
110157	a ustedes
110158	que
110159	estamos por
110160	estar sufriendo aflicción
110161	según como
110162	también
110163	llegó a ser
110164	y
110165	han sabido
110166	Por
110167	esto
110168	yo también
110169	ya no
110170	estando soportando
110171	envié
110172	hacia dentro
110173	el
110174	conocer
110175	a la
110176	confianza
110177	de ustedes
110178	no
110179	de algún modo
110180	estaba poniendo a prueba
110181	a ustedes
110182	el
110183	Estando Poniendo a Prueba
110184	y
110185	hacia dentro
110186	vacío
110187	llegue a ser
110188	la
110189	labor
110190	de nosotros
110191	Ahora mismo
110192	pero
110193	habiendo venido
110194	Timoteo
110195	hacia
110196	a nosotros
110197	desde
110198	ustedes
110199	y
110200	habiendo declarado buenas noticias
110201	a nosotros
110202	la
110203	confianza
110204	y
110205	el
110206	amor
110207	de ustedes
110208	y
110209	que
110210	están teniendo
110211	recuerdo
110212	de nosotros
110213	bueno
110214	siempre
110215	estando anhelando
110216	a nosotros
110217	ver
110218	según como
110219	también
110220	nosotros
110221	a ustedes
110222	Por
110223	esto
110224	fuimos consolados
110225	hermanos
110226	sobre
110227	ustedes
110228	sobre
110229	toda
110230	la
110231	necesidad
110232	y
110233	aflicción
110234	de nosotros
110235	por
110236	la
110237	de ustedes
110238	confianza
110239	Porque
110240	ahora
110241	estamos viviendo
110242	si alguna vez
110243	ustedes
110244	están de pie
110245	en
110246	Señor
110247	¿Qué
110248	pues
110249	expresión de gracias
110250	estamos siendo capaces
110251	a el
110252	Dios
110253	dar de regreso en cambio
110254	acerca de
110255	ustedes
110256	sobre
110257	todo
110258	el
110259	regocijo
110260	a cual
110261	estamos regocijando
110262	por
110263	ustedes
110264	enfrente de
110265	el
110266	Dios
110267	de nosotros
110268	de noche
110269	y
110270	de día
110271	más que sobreabundantemente
110272	estando rogando
110273	hacia dentro
110274	el
110275	ver
110276	de ustedes
110277	el
110278	rostro
110279	y
110280	ajustar alineando hacia abajo
110281	las
110282	faltantes (cosas)
110283	de la
110284	confianza
110285	de ustedes?
110286	Mismo
110287	pero
110288	el
110289	Dios
110290	y
110291	Padre
110292	de nosotros
110293	y
110294	el
110295	Señor
110296	nuestro
110297	Jesús
110298	haga recto hacia abajo
110299	el
110300	camino
110301	de nosotros
110302	hacia
110303	a ustedes
110304	A ustedes
110305	pero
110306	el
110307	Señor
110308	aumente
110309	y
110310	haga abundar
110311	el
110312	amor
110313	hacia dentro
110314	unos a otros
110315	y
110316	hacia dentro
110317	a todos
110318	según como
110319	también
110320	nosotros
110321	hacia dentro
110322	a ustedes
110323	hacia dentro
110324	el
110325	hacer fijos firmemente
110326	de ustedes
110327	los
110328	corazones
110329	sin culpa
110330	en
110331	santidad
110332	enfrente de
110333	el
110334	Dios
110335	y
110336	Padre
110337	de nosotros
110338	en
110339	la
110340	presencia
110341	de el
110342	Señor
110343	nuestro
110344	Jesús
110345	con
110346	todos
110347	los
110348	santos
110349	de él
110350	Amén
110351	Restante
110352	por lo tanto
110353	hermanos
110354	estamos pidiendo
110355	a ustedes
110356	y
110357	estamos suplicando
110358	en
110359	Señor
110360	Jesús
110361	para que
110362	según como
110363	recibieron consigo
110364	al lado de
110365	nosotros
110366	el
110367	cómo
110368	está siendo necesario
110369	a ustedes
110370	estar caminando alrededor
110371	y
110372	estar agradando
110373	a Dios
110374	según como
110375	también
110376	están caminando alrededor
110377	para que
110378	estén abundando
110379	aún más
110380	Han sabido
110381	porque
110382	qué
110383	instrucciones
110384	dimos
110385	a ustedes
110386	por
110387	el
110388	Señor
110389	Jesús
110390	Esto
110391	porque
110392	está siendo
110393	cosa deseada
110394	de el
110395	Dios
110396	la
110397	santificación
110398	de ustedes
110399	estar absteniendo
110400	ustedes
110401	de
110402	la
110403	inmoralidad sexual
110404	haber sabido
110405	a cada uno
110406	de ustedes
110407	el
110408	de sí mismo
110409	utensilio
110410	adquirir
110411	en
110412	santificación
110413	y
110414	honra
110415	no
110416	en
110417	pasión
110418	de deseo
110419	según como
110420	también
110421	las
110422	naciones
110423	las
110424	no
110425	han conocido
110426	a el
110427	Dios
110428	el
110429	no
110430	estar dando pasos por encima
110431	y
110432	estar tomando más de
110433	en
110434	el
110435	asunto
110436	a el
110437	hermano
110438	de él
110439	porque
110440	vengador
110441	Señor
110442	acerca de
110443	todas
110444	estas (cosas)
110445	según como
110446	también
110447	dijimos antes
110448	a ustedes
110449	y
110450	dimos testimonio cabal
110451	No
110452	porque
110453	llamó
110454	a nosotros
110455	el
110456	Dios
110457	sobre
110458	inmundicia
110459	sino
110460	en
110461	santificación
110462	Así pues
110463	el
110464	estando poniendo a un lado
110465	no
110466	a hombre
110467	está poniendo a un lado
110468	sino
110469	a el
110470	Dios
110471	el
110472	también
110473	estando dando
110474	el
110475	espíritu
110476	de él
110477	el
110478	santo
110479	hacia dentro
110480	a ustedes
110481	Acerca de
110482	pero
110483	de el
110484	cariño fraternal
110485	no
110486	necesidad
110487	están teniendo
110488	estar escribiendo
110489	a ustedes
110490	mismos
110491	porque
110492	ustedes
110493	enseñados por Dios
110494	están siendo
110495	hacia dentro
110496	el
110497	estar amando
110498	unos a otros
110499	Y
110500	porque
110501	están haciendo
110502	a ello
110503	hacia dentro
110504	a todos
110505	los
110506	hermanos
110507	a los
110508	en
110509	entera
110510	la
110511	Macedonia
110512	Estamos suplicando
110513	pero
110514	a ustedes
110515	hermanos
110516	estar abundando
110517	aún más
110518	y
110519	ser encariñado de honra
110520	estar guardando quietud
110521	y
110522	estar llevando a cabo
110523	las (cosas)
110524	propias
110525	y
110526	estar trabajando
110527	(con) las
110528	propias
110529	manos
110530	de ustedes
110531	según como
110532	a ustedes
110533	dimos instrucción
110534	para que
110535	estén caminando alrededor
110536	decentemente
110537	hacia
110538	los
110539	(de) afuera
110540	y
110541	de ninguna
110542	necesidad
110543	estén teniendo
110544	No
110545	estamos queriendo
110546	pero
110547	ustedes
110548	estar ignorando
110549	hermanos
110550	acerca de
110551	los
110552	estando siendo dormidos
110553	para que
110554	no
110555	estén siendo contristados
110556	según como
110557	también
110558	los
110559	sobrantes
110560	los
110561	no
110562	estando teniendo
110563	esperanza
110564	Si
110565	porque
110566	estamos confiando
110567	que
110568	Jesús
110569	murió
110570	y
110571	(se) levantó
110572	así
110573	también
110574	el
110575	Dios
110576	a los
110577	habiendo sido dormidos
110578	a través de
110579	el
110580	Jesús
110581	conducirá
110582	junto con
110583	él
110584	Esto
110585	porque
110586	a ustedes
110587	estamos diciendo
110588	en
110589	palabra
110590	de Señor
110591	que
110592	nosotros
110593	los
110594	estando viviendo
110595	los
110596	estando siendo dejados alrededor
110597	hacia dentro
110598	a la
110599	presencia
110600	de el
110601	Señor
110602	no
110603	no
110604	anticipemos
110605	a los
110606	habiendo sido dormidos
110607	porque
110608	él
110609	el
110610	Señor
110611	en
110612	llamada imperativa
110613	en
110614	voz
110615	de jefe de mensajeros
110616	y
110617	en
110618	trompeta
110619	de Dios
110620	descenderá
110621	desde
110622	cielo
110623	y
110624	los
110625	muertos
110626	en
110627	Ungido
110628	se levantarán
110629	primero
110630	A continuación
110631	nosotros
110632	los
110633	estando viviendo
110634	los
110635	estando siendo dejados alrededor
110636	al mismo tiempo
110637	junto con
110638	ellos
110639	seremos arrebatados violentamente
110640	en
110641	nubes
110642	hacia dentro
110643	salida al encuentro
110644	de el
110645	Señor
110646	hacia dentro
110647	aire
110648	y
110649	así
110650	siempre
110651	junto con
110652	Señor
110653	estaremos
110654	De modo que
110655	estén confortando
110656	unos a otros
110657	en
110658	las
110659	palabras
110660	estas
110661	Acerca de
110662	pero
110663	los
110664	tiempos
110665	y
110666	de los
110667	tiempos señalados
110668	hermanos
110669	no
110670	necesidad
110671	están teniendo
110672	a ustedes
110673	estar siendo escrito
110674	(Ustedes) mismos
110675	porque
110676	exactamente
110677	han sabido
110678	que
110679	día
110680	de Señor
110681	como
110682	ladrón
110683	en
110684	noche
110685	así
110686	está viniendo
110687	Cuando
110688	estén diciendo
110689	Paz
110690	y
110691	seguridad
110692	entonces
110693	de repente
110694	a ellos
110695	se está poniendo de pie sobre
110696	destrucción
110697	así como
110698	el
110699	dolor de parto
110700	a la (mujer)
110701	en
110702	vientre
110703	estando teniendo
110704	y
110705	no
110706	no
110707	huirán hacia fuera
110708	Ustedes
110709	pero
110710	hermanos
110711	no
110712	están siendo
110713	en
110714	oscuridad
110715	para que
110716	el
110717	día
110718	a ustedes
110719	como
110720	ladrón
110721	tome completamente
110722	Todos
110723	porque
110724	ustedes
110725	hijos
110726	de luz
110727	están siendo
110728	e
110729	hijos
110730	de día
110731	no
110732	estamos siendo
110733	de noche
110734	ni
110735	de oscuridad
110736	Realmente
110737	por lo tanto
110738	no
110739	estemos durmiendo
110740	como
110741	los
110742	sobrantes
110743	sino
110744	estemos permaneciendo despiertos
110745	y
110746	estemos sobrios
110747	Los
110748	porque
110749	estando durmiendo
110750	de noche
110751	están durmiendo
110752	y
110753	los
110754	estando siendo embriagados
110755	de noche
110756	(se) están embriagando
110757	Nosotros
110758	pero
110759	de día
110760	estando siendo
110761	estemos sobrios
110762	habiéndonos puesto encima
110763	coraza
110764	de confianza
110765	y
110766	de amor
110767	y
110768	yelmo
110769	(de) esperanza
110770	de salvación
110771	porque
110772	no
110773	puso
110774	a nosotros
110775	el
110776	Dios
110777	hacia dentro
110778	ira
110779	sino
110780	hacia dentro
110781	adquisición
110782	de salvación
110783	a través de
110784	el
110785	Señor
110786	nuestro
110787	Jesús
110788	Ungido
110789	de el
110790	habiendo muerto
110791	acerca de
110792	nosotros
110793	para que
110794	sea
110795	estemos permaneciendo despiertos
110796	sea
110797	estemos durmiendo
110798	al mismo tiempo
110799	junto con
110800	él
110801	vivamos
110802	Por cual
110803	estén confortando
110804	unos a otros
110805	y
110806	estén edificando
110807	uno
110808	a el
110809	uno
110810	según como
110811	también
110812	están haciendo
110813	Estamos pidiendo
110814	pero
110815	a ustedes
110816	hermanos
110817	haber sabido
110818	a los
110819	trabajando afanosamente
110820	en
110821	ustedes
110822	y
110823	estando poniéndose de pie ante
110824	ustedes
110825	en
110826	Señor
110827	y
110828	estando amonestando
110829	a ustedes
110830	y
110831	estar considerando
110832	a ellos
110833	más que sobreabundantemente
110834	en
110835	amor
110836	por
110837	la
110838	obra
110839	de ellos
110840	Estén buscando paz
110841	en(tre)
110842	ustedes mismos
110843	Estamos suplicando
110844	pero
110845	a ustedes
110846	hermanos
110847	estén amonestando
110848	a los
110849	desordenados
110850	estén consolando
110851	a los
110852	desanimados
110853	estén firmemente adheridos
110854	de los
110855	débiles
110856	estén mostrando gran paciencia
110857	hacia
110858	todos
110859	Estén viendo
110860	no
110861	alguien
110862	mal
110863	en lugar de
110864	mal
110865	a alguien
110866	devuelva
110867	sino
110868	siempre
110869	a lo
110870	bueno
110871	estén siguiendo tras de
110872	y
110873	hacia dentro
110874	unos a otros
110875	y
110876	hacia dentro
110877	a todos
110878	Siempre
110879	estén regocijando
110880	Incesantemente
110881	estén orando
110882	En
110883	toda (cosa)
110884	estén dando gracias
110885	esto
110886	porque
110887	cosa deseada
110888	de Dios
110889	en
110890	Ungido
110891	Jesús
110892	hacia dentro
110893	a ustedes
110894	A el
110895	espíritu
110896	no
110897	estén extinguiendo
110898	Profecías
110899	no
110900	estén considerando como nada
110901	Todas (cosas)
110902	pero
110903	estén examinando
110904	lo
110905	excelente
110906	estén reteniendo
110907	Desde
110908	toda
110909	vista
110910	de maldad
110911	estén absteniéndose
110912	Mismo
110913	pero
110914	el
110915	Dios
110916	de la
110917	paz
110918	santifique
110919	a ustedes
110920	enteros completamente
110921	y
110922	entero en (cada) parte
110923	de ustedes
110924	el
110925	espíritu
110926	y
110927	el
110928	alma
110929	y
110930	el
110931	cuerpo
110932	irreprensible
110933	en
110934	la
110935	presencia
110936	de el
110937	Señor
110938	nuestro
110939	Jesús
110940	Ungido
110941	sea guardado
110942	Fiel
110943	el
110944	estando llamando
110945	a ustedes
110946	quien
110947	también
110948	hará
110949	Hermanos
110950	estén orando
110951	también
110952	acerca de
110953	nosotros
110954	Saluden
110955	a los
110956	hermanos
110957	todos
110958	en
110959	beso
110960	santo
110961	Estoy poniendo bajo juramento
110962	a ustedes
110963	(por) el
110964	Señor
110965	ser leída
110966	la
110967	carta
110968	a todos
110969	los
110970	hermanos
110971	La
110972	bondad inmerecida
110973	de el
110974	Señor
110975	nuestro
110976	Jesús
110977	Ungido
110978	con
110979	ustedes
110980	Pablo
110981	y
110982	Silvano
110983	y
110984	Timoteo
110985	a la
110986	congregación
110987	de tesalonicenses
110988	en
110989	Dios
110990	Padre
110991	de nosotros
110992	y
110993	(en) Señor
110994	Jesús
110995	Ungido
110996	Bondad inmerecida
110997	a ustedes
110998	y
110999	paz
111000	desde
111001	Dios
111002	Padre
111003	de nosotros
111004	y
111005	de Señor
111006	Jesús
111007	Ungido
111008	Estar dando gracias
111009	estamos debiendo
111010	a el
111011	Dios
111012	siempre
111013	acerca de
111014	ustedes
111015	hermanos
111016	según como
111017	digno
111018	está siendo
111019	que
111020	está creciendo muy por encima
111021	la
111022	confianza
111023	de ustedes
111024	y
111025	está llegando a ser más
111026	el
111027	amor
111028	de uno
111029	de cada
111030	de todos
111031	ustedes
111032	hacia dentro
111033	unos a otros
111034	De modo que
111035	mismos
111036	nosotros
111037	en
111038	ustedes
111039	estar jactando
111040	en
111041	las
111042	congregaciones
111043	de el
111044	Dios
111045	por
111046	el
111047	aguante
111048	de ustedes
111049	y
111050	de confianza
111051	en
111052	todas
111053	las
111054	persecuciones
111055	de ustedes
111056	y
111057	las
111058	aflicciones
111059	cuales
111060	están teniendo encima (soportando)
111061	demostración
111062	de el
111063	justo
111064	juicio
111065	de el
111066	Dios
111067	hacia dentro
111068	el
111069	ser considerado digno
111070	a ustedes
111071	de el
111072	reino
111073	de el
111074	Dios
111075	por
111076	de cual
111077	también
111078	están sufriendo
111079	Puesto que
111080	justo
111081	al lado de
111082	Dios
111083	dar de regreso en cambio
111084	a los
111085	estando causando aflicción
111086	a ustedes
111087	aflicción
111088	y
111089	a ustedes
111090	los
111091	estando siendo afligidos
111092	alivio
111093	con
111094	nosotros
111095	en
111096	el
111097	quitar el velo
111098	de el
111099	Señor
111100	Jesús
111101	desde
111102	cielo
111103	con
111104	mensajeros
111105	de poder
111106	de él
111107	en
111108	fuego
111109	de llama ardiente
111110	estando dando
111111	venganza
111112	a los
111113	no
111114	han sabido
111115	a Dios
111116	y
111117	a los
111118	no
111119	estando obedeciendo
111120	la
111121	buena noticia
111122	de el
111123	Señor
111124	nuestro
111125	Jesús
111126	quienes
111127	(con) justicia
111128	pagarán la pena
111129	(de) destrucción
111130	eterna
111131	desde
111132	rostro
111133	de el
111134	Señor
111135	y
111136	desde
111137	el
111138	esplendor
111139	de la
111140	fuerza
111141	de él
111142	cuando
111143	venga
111144	ser glorificado
111145	en
111146	los
111147	santos
111148	de él
111149	y
111150	ser maravillado
111151	en
111152	todos
111153	los
111154	habiendo confiado
111155	que
111156	fue confiado
111157	el
111158	testimonio
111159	de nosotros
111160	sobre
111161	ustedes
111162	en
111163	el
111164	día
111165	aquél
111166	Hacia dentro
111167	cual
111168	también
111169	estamos orando
111170	siempre
111171	acerca de
111172	ustedes
111173	para que
111174	a ustedes
111175	considere dignos
111176	de el
111177	llamamiento
111178	el
111179	Dios
111180	de nosotros
111181	y
111182	llene a plenitud
111183	todo
111184	pensar bien de
111185	de bondad
111186	y
111187	obra
111188	de confianza
111189	en
111190	poder
111191	para que
111192	sea glorificado
111193	el
111194	nombre
111195	de el
111196	Señor
111197	nuestro
111198	Jesús
111199	en
111200	ustedes
111201	y
111202	ustedes
111203	en
111204	él
111205	según
111206	la
111207	bondad inmerecida
111208	de el
111209	Dios
111210	de nosotros
111211	y
111212	de Señor
111213	Jesús
111214	Ungido
111215	Estamos pidiendo
111216	pero
111217	a ustedes
111218	hermanos
111219	sobre
111220	la
111221	presencia
111222	de el
111223	Señor
111224	nuestro
111225	de Jesús
111226	Ungido
111227	y
111228	de nosotros
111229	(en) reunión juntamente
111230	sobre
111231	él
111232	hacia dentro
111233	el
111234	no
111235	rápidamente
111236	ser sacudido
111237	a ustedes
111238	desde
111239	la
111240	mente
111241	ni
111242	estar siendo alborotados
111243	ni
111244	a través de
111245	espíritu
111246	ni
111247	a través de
111248	palabra
111249	ni
111250	a través de
111251	carta
111252	como
111253	a través de
111254	nosotros
111255	como
111256	que
111257	ha puesto de pie en
111258	el
111259	día
111260	de el
111261	Señor
111262	No
111263	alguien
111264	a ustedes
111265	seduzca
111266	según
111267	a ninguna
111268	manera
111269	porque
111270	si alguna vez
111271	no
111272	venga
111273	la
111274	apostasía
111275	primero
111276	y
111277	sea quitado el velo (de)
111278	el
111279	hombre
111280	de la
111281	ilegalidad
111282	el
111283	hijo
111284	de la
111285	destrucción
111286	El
111287	estando yaciendo en contra
111288	y
111289	estando siendo alzado por encima de
111290	sobre
111291	todo
111292	estando siendo dicho
111293	dios
111294	u
111295	objeto de temor reverente
111296	de modo que
111297	él
111298	hacia dentro
111299	la
111300	habitación divina
111301	de el
111302	Dios
111303	estar sentando
111304	estando ostentando
111305	a sí mismo
111306	que
111307	está siendo
111308	dios
111309	¿No
111310	están recordando
111311	que
111312	todavía
111313	estando siendo
111314	hacia
111315	ustedes
111316	estas (cosas)
111317	estaba diciendo
111318	a ustedes?
111319	Y
111320	ahora
111321	el (que)
111322	sosteniendo debajo
111323	han sabido
111324	hacia dentro
111325	el
111326	ser quitado el velo
111327	a él
111328	en
111329	el
111330	de sí mismo
111331	tiempo señalado
111332	El
111333	porque
111334	misterio
111335	ya
111336	está operando dentro
111337	de la
111338	ilegalidad
111339	solamente
111340	el (que)
111341	está sosteniendo debajo
111342	ahora mismo
111343	hasta
111344	hacia fuera de
111345	en medio
111346	llegue a ser
111347	Y
111348	entonces
111349	será quitado el velo (de)
111350	el
111351	ilegal
111352	a quien
111353	el
111354	Señor
111355	Jesús
111356	tomará hacia arriba
111357	(por) el
111358	espíritu
111359	de la
111360	boca
111361	de él
111362	y
111363	hará sin efecto
111364	(por) la
111365	manifestación
111366	de la
111367	presencia
111368	de él
111369	de quien
111370	está siendo
111371	la
111372	presencia
111373	según
111374	operación en
111375	de el
111376	Adversario
111377	en
111378	toda
111379	obra poderosa
111380	y
111381	señales
111382	y
111383	portentos presagiosos
111384	de mentira
111385	y
111386	en
111387	toda
111388	seducción
111389	de injusticia
111390	a los
111391	estando destruyéndose
111392	en lugar de
111393	cuales (cosas)
111394	el
111395	amor
111396	de la
111397	verdad
111398	no
111399	recibieron bien dispuestos
111400	hacia dentro
111401	el
111402	ser salvado
111403	ellos
111404	Y
111405	por
111406	esto
111407	está enviando
111408	a ellos
111409	el
111410	Dios
111411	operación en
111412	de error
111413	hacia dentro
111414	el
111415	confiar
111416	ellos
111417	a la
111418	mentira
111419	para que
111420	sean juzgados
111421	todos
111422	los
111423	no
111424	habiendo confiado
111425	a la
111426	verdad
111427	sino
111428	habiendo pensado bien de
111429	la
111430	injusticia
111431	Nosotros
111432	pero
111433	estamos debiendo
111434	estar dando gracias
111435	a el
111436	Dios
111437	siempre
111438	acerca de
111439	ustedes
111440	hermanos
111441	han sido amados
111442	por
111443	Señor
111444	que
111445	seleccionó
111446	a ustedes
111447	el
111448	Dios
111449	primicia
111450	hacia dentro
111451	salvación
111452	en
111453	santificación
111454	de espíritu
111455	y
111456	confianza
111457	de verdad
111458	hacia dentro
111459	cual
111460	también
111461	llamó
111462	a ustedes
111463	a través de
111464	la
111465	buena noticia
111466	de nosotros
111467	hacia dentro
111468	adquisición
111469	de esplendor
111470	de el
111471	Señor
111472	nuestro
111473	Jesús
111474	Ungido
111475	Realmente
111476	por lo tanto
111477	hermanos
111478	estén puestos de pie
111479	y
111480	estén asiendo firmemente
111481	las
111482	tradiciones
111483	a cuales
111484	fueron enseñados
111485	sea
111486	a través de
111487	palabra
111488	sea
111489	a través de
111490	carta
111491	de nosotros
111492	Mismo
111493	pero
111494	el
111495	Señor
111496	nuestro
111497	Jesús
111498	Ungido
111499	y
111500	el
111501	Dios
111502	el
111503	Padre
111504	nuestro
111505	el
111506	habiendo amado
111507	a nosotros
111508	y
111509	habiendo dado
111510	consolación
111511	eterna
111512	y
111513	esperanza
111514	buena
111515	en
111516	bondad inmerecida
111517	consuele
111518	de ustedes
111519	los
111520	corazones
111521	y
111522	haga fijos firmemente
111523	en
111524	toda
111525	obra
111526	y
111527	palabra
111528	buena
111529	Lo
111530	restante
111531	estén orando
111532	hermanos
111533	acerca de
111534	nosotros
111535	para que
111536	la
111537	palabra
111538	de el
111539	Señor
111540	esté corriendo
111541	y
111542	esté recibiendo esplendor
111543	según como
111544	también
111545	hacia
111546	a ustedes
111547	Y
111548	para que
111549	seamos librados
111550	desde
111551	de los
111552	fuera de lugar
111553	y
111554	malignos
111555	hombres
111556	no
111557	porque
111558	de todos
111559	la
111560	confianza
111561	Fiel
111562	pero
111563	está siendo
111564	el
111565	Señor
111566	quien
111567	hará firmes
111568	a ustedes
111569	y
111570	guardará
111571	desde
111572	el
111573	Maligno
111574	(Nos) hemos persuadido
111575	pero
111576	en
111577	Señor
111578	sobre
111579	ustedes
111580	que
111581	cuales
111582	estamos dando instrucción
111583	y
111584	están haciendo
111585	y
111586	harán
111587	El
111588	pero
111589	Señor
111590	haga recto hacia abajo
111591	de ustedes
111592	los
111593	corazones
111594	hacia dentro
111595	el
111596	amor
111597	de el
111598	Dios
111599	y
111600	hacia dentro
111601	el
111602	aguante
111603	de el
111604	Ungido
111605	Estamos dando instrucción
111606	pero
111607	a ustedes
111608	hermanos
111609	en
111610	nombre
111611	de el
111612	Señor
111613	de nosotros
111614	Jesús
111615	Ungido
111616	estar evitando
111617	ustedes
111618	desde
111619	todo
111620	hermano
111621	desordenadamente
111622	estando caminando alrededor
111623	y
111624	no
111625	según
111626	la
111627	tradición
111628	cual
111629	recibieron consigo
111630	al lado de
111631	nosotros
